Run_ID,Scenario_Type,Attack_Style,Attack_PPS,Attack_Style2_Multiplier,FW_PPS_Capacity,Scrubber_Choice,Goodput_Mbps,Successful_Transactions,Avg_RTT_ms,P95_RTT_ms,FW_Packets_Processed,FW_Dropped_Mitigation,FW_Dropped_Queue,FW_Avg_Queue_Len,Scrubber1_ID,S1_Packets_Processed,S1_Dropped_Mitigation,S1_Dropped_Queue,S1_Avg_Queue_Len,Scrubber2_ID,S2_Packets_Processed,S2_Dropped_Mitigation,S2_Dropped_Queue,S2_Avg_Queue_Len,Server_Dropped_Queue
Dist-GoodQ_pps-15000_fw-20000_mult-80,Distributed,ATTACK_STYLE_2,15000,80,20000,SW3,0.10,31,620.59,3531.10,18193,18180,22076,7084.18,SW3,50031,50000,0,5.50,SW4,50029,50000,0,5.50,0
Dist-WideP_pps-15000_fw-20000_mult-80,Distributed,ATTACK_STYLE_2,15000,80,20000,SW1,0.00,1,49.95,49.95,18190,18181,22075,7084.50,SW1,2510,2500,46540,832.33,SW2,2510,2500,46539,832.33,0
Dist-GoodQ_pps-15000_fw-20000_mult-90,Distributed,ATTACK_STYLE_2,15000,90,20000,SW3,0.10,31,620.65,3531.10,18193,18180,22076,7084.18,SW3,50031,50000,0,5.50,SW4,50029,50000,0,5.50,0
Dist-WideP_pps-15000_fw-20000_mult-90,Distributed,ATTACK_STYLE_2,15000,90,20000,SW1,0.01,2,4886.65,9239.68,18190,18180,22068,7083.55,SW1,2224,2223,46821,820.28,SW2,2223,2223,46820,820.23,0
Dist-GoodQ_pps-15000_fw-20000_mult-100,Distributed,ATTACK_STYLE_2,15000,100,20000,SW3,0.10,31,620.73,3531.10,18193,18180,22076,7084.18,SW3,50031,50000,0,5.50,SW4,50029,50000,0,5.50,0
Dist-WideP_pps-15000_fw-20000_mult-100,Distributed,ATTACK_STYLE_2,15000,100,20000,SW1,0.00,1,49.95,49.95,18190,18181,22074,7084.50,SW1,2009,2000,47040,809.89,SW2,2008,2000,47040,809.84,0
Dist-GoodQ_pps-15000_fw-20000_mult-110,Distributed,ATTACK_STYLE_2,15000,110,20000,SW3,0.10,31,620.80,3531.10,18193,18180,22076,7084.18,SW3,50031,50000,0,5.50,SW4,50029,50000,0,5.50,0
Dist-WideP_pps-15000_fw-20000_mult-110,Distributed,ATTACK_STYLE_2,15000,110,20000,SW1,0.00,1,49.95,49.95,18190,18181,22070,7084.50,SW1,1821,1819,47224,799.31,SW2,1820,1819,47224,799.25,0
Dist-GoodQ_pps-15000_fw-20000_mult-120,Distributed,ATTACK_STYLE_2,15000,120,20000,SW3,0.10,31,620.87,3531.10,18193,18180,22076,7084.18,SW3,50031,50000,0,5.50,SW4,50029,50000,0,5.50,0
Dist-WideP_pps-15000_fw-20000_mult-120,Distributed,ATTACK_STYLE_2,15000,120,20000,SW1,0.00,1,49.95,49.95,18190,18181,22069,7084.50,SW1,1667,1667,47376,789.71,SW2,1667,1667,47375,789.71,0
Dist-GoodQ_pps-15000_fw-20000_mult-130,Distributed,ATTACK_STYLE_2,15000,130,20000,SW3,0.10,31,620.95,3531.10,18193,18180,22076,7084.18,SW3,50031,50000,0,5.50,SW4,50029,50000,0,5.50,0
Dist-WideP_pps-15000_fw-20000_mult-130,Distributed,ATTACK_STYLE_2,15000,130,20000,SW1,0.00,1,49.95,49.95,18190,18181,22069,7084.50,SW1,1540,1539,47504,780.77,SW2,1539,1539,47503,780.69,0
Dist-GoodQ_pps-15000_fw-20000_mult-140,Distributed,ATTACK_STYLE_2,15000,140,20000,SW3,0.10,31,621.02,3531.10,18193,18180,22076,7084.18,SW3,50031,50000,0,5.50,SW4,50029,50000,0,5.50,0
Dist-WideP_pps-15000_fw-20000_mult-140,Distributed,ATTACK_STYLE_2,15000,140,20000,SW1,0.00,1,49.95,49.95,18190,18181,22069,7084.50,SW1,1430,1429,47614,772.31,SW2,1430,1429,47613,772.31,0
Dist-GoodQ_pps-15000_fw-20000_mult-150,Distributed,ATTACK_STYLE_2,15000,150,20000,SW3,0.10,31,622.17,3531.10,18193,18180,22076,7084.18,SW3,50031,50000,0,5.50,SW4,50029,50000,0,5.50,0
Dist-WideP_pps-15000_fw-20000_mult-150,Distributed,ATTACK_STYLE_2,15000,150,20000,SW1,0.00,1,49.95,49.95,18190,18181,22069,7084.50,SW1,1334,1334,47709,764.24,SW2,1334,1334,47708,764.24,0
Dist-GoodQ_pps-15000_fw-40000_mult-10,Distributed,ATTACK_STYLE_2,15000,10,40000,SW3,0.10,30,863.10,4458.85,19059,19047,21211,7092.02,SW3,50030,50000,0,5.50,SW4,50029,50000,0,5.50,0
Dist-WideP_pps-15000_fw-40000_mult-10,Distributed,ATTACK_STYLE_2,15000,10,40000,SW1,0.02,6,2925.28,5435.42,19059,19047,21210,7091.64,SW1,20018,20000,29040,936.72,SW2,20016,20000,29041,936.99,0
Dist-GoodQ_pps-15000_fw-40000_mult-20,Distributed,ATTACK_STYLE_2,15000,20,40000,SW3,0.10,30,863.10,4458.85,19059,19047,21211,7092.02,SW3,50030,50000,0,5.50,SW4,50029,50000,0,5.50,0
Dist-WideP_pps-15000_fw-40000_mult-20,Distributed,ATTACK_STYLE_2,15000,20,40000,SW1,0.01,3,2830.30,4735.34,19058,19047,21226,7087.90,SW1,10015,10000,39040,921.55,SW2,10015,10000,39039,921.54,0
Dist-GoodQ_pps-15000_fw-40000_mult-30,Distributed,ATTACK_STYLE_2,15000,30,40000,SW3,0.10,30,863.11,4458.85,19059,19047,21211,7092.02,SW3,50030,50000,0,5.50,SW4,50029,50000,0,5.50,0
Dist-WideP_pps-15000_fw-40000_mult-30,Distributed,ATTACK_STYLE_2,15000,30,40000,SW1,0.00,1,47.65,47.65,19056,19047,21203,7092.32,SW1,6668,6667,42377,904.01,SW2,6667,6667,42376,904.00,0
Dist-GoodQ_pps-15000_fw-40000_mult-40,Distributed,ATTACK_STYLE_2,15000,40,40000,SW3,0.10,30,863.11,4458.90,19059,19047,21211,7092.02,SW3,50030,50000,0,5.50,SW4,50029,50000,0,5.50,0
Dist-WideP_pps-15000_fw-40000_mult-40,Distributed,ATTACK_STYLE_2,15000,40,40000,SW1,0.01,2,2926.82,5518.08,19057,19047,21211,7091.86,SW1,5014,5000,44039,887.82,SW2,5013,5000,44039,887.80,0
Dist-GoodQ_pps-15000_fw-40000_mult-50,Distributed,ATTACK_STYLE_2,15000,50,40000,SW3,0.10,30,863.12,4458.95,19059,19047,21211,7092.02,SW3,50030,50000,0,5.50,SW4,50029,50000,0,5.50,0
Dist-WideP_pps-15000_fw-40000_mult-50,Distributed,ATTACK_STYLE_2,15000,50,40000,SW1,0.01,2,3567.34,6735.05,19057,19047,21213,7091.05,SW1,4013,4000,45039,872.34,SW2,4012,4000,45038,872.31,0
Dist-GoodQ_pps-15000_fw-40000_mult-60,Distributed,ATTACK_STYLE_2,15000,60,40000,SW3,0.10,30,863.13,4459.01,19059,19047,21211,7092.02,SW3,50030,50000,0,5.50,SW4,50029,50000,0,5.50,0
Dist-WideP_pps-15000_fw-40000_mult-60,Distributed,ATTACK_STYLE_2,15000,60,40000,SW1,0.00,1,47.65,47.65,19056,19047,21203,7092.32,SW1,3335,3334,45710,857.72,SW2,3334,3334,45709,857.69,0
Dist-GoodQ_pps-15000_fw-40000_mult-70,Distributed,ATTACK_STYLE_2,15000,70,40000,SW3,0.10,30,863.13,4459.06,19059,19047,21211,7092.02,SW3,50030,50000,0,5.50,SW4,50029,50000,0,5.50,0
Dist-WideP_pps-15000_fw-40000_mult-70,Distributed,ATTACK_STYLE_2,15000,70,40000,SW1,0.00,1,47.65,47.65,19056,19047,21204,7092.32,SW1,2861,2858,46185,844.41,SW2,2859,2858,46185,844.34,0
Dist-GoodQ_pps-15000_fw-40000_mult-80,Distributed,ATTACK_STYLE_2,15000,80,40000,SW3,0.10,30,863.14,4459.12,19059,19047,21211,7092.02,SW3,50030,50000,0,5.50,SW4,50029,50000,0,5.50,0
Dist-WideP_pps-15000_fw-40000_mult-80,Distributed,ATTACK_STYLE_2,15000,80,40000,SW1,0.00,1,47.65,47.65,19056,19047,21209,7092.32,SW1,2510,2500,46540,832.33,SW2,2510,2500,46539,832.33,0
Dist-GoodQ_pps-15000_fw-40000_mult-90,Distributed,ATTACK_STYLE_2,15000,90,40000,SW3,0.10,30,863.21,4459.17,19059,19047,21211,7092.02,SW3,50030,50000,0,5.50,SW4,50029,50000,0,5.50,0
Dist-WideP_pps-15000_fw-40000_mult-90,Distributed,ATTACK_STYLE_2,15000,90,40000,SW1,0.00,1,47.65,47.65,19056,19047,21203,7092.32,SW1,2224,2223,46821,820.28,SW2,2223,2223,46820,820.23,0
Dist-GoodQ_pps-15000_fw-40000_mult-100,Distributed,ATTACK_STYLE_2,15000,100,40000,SW3,0.10,30,863.29,4459.23,19059,19047,21211,7092.02,SW3,50030,50000,0,5.50,SW4,50029,50000,0,5.50,0
Dist-WideP_pps-15000_fw-40000_mult-100,Distributed,ATTACK_STYLE_2,15000,100,40000,SW1,0.00,1,47.65,47.65,19056,19047,21208,7092.32,SW1,2009,2000,47040,809.89,SW2,2008,2000,47040,809.84,0
Dist-GoodQ_pps-15000_fw-40000_mult-110,Distributed,ATTACK_STYLE_2,15000,110,40000,SW3,0.10,30,863.37,4459.28,19059,19047,21211,7092.02,SW3,50030,50000,0,5.50,SW4,50029,50000,0,5.50,0
Dist-WideP_pps-15000_fw-40000_mult-110,Distributed,ATTACK_STYLE_2,15000,110,40000,SW1,0.00,1,47.65,47.65,19056,19047,21204,7092.32,SW1,1821,1819,47224,799.31,SW2,1820,1819,47224,799.25,0
Dist-GoodQ_pps-15000_fw-40000_mult-120,Distributed,ATTACK_STYLE_2,15000,120,40000,SW3,0.10,30,863.46,4459.34,19059,19047,21211,7092.02,SW3,50030,50000,0,5.50,SW4,50029,50000,0,5.50,0
Dist-WideP_pps-15000_fw-40000_mult-120,Distributed,ATTACK_STYLE_2,15000,120,40000,SW1,0.00,1,47.65,47.65,19056,19047,21203,7092.32,SW1,1667,1667,47376,789.71,SW2,1667,1667,47375,789.71,0
Dist-GoodQ_pps-15000_fw-40000_mult-130,Distributed,ATTACK_STYLE_2,15000,130,40000,SW3,0.10,30,863.54,4459.40,19059,19047,21211,7092.02,SW3,50030,50000,0,5.50,SW4,50029,50000,0,5.50,0
Dist-WideP_pps-15000_fw-40000_mult-130,Distributed,ATTACK_STYLE_2,15000,130,40000,SW1,0.00,1,47.65,47.65,19056,19047,21203,7092.32,SW1,1540,1539,47504,780.77,SW2,1539,1539,47503,780.69,0
Dist-GoodQ_pps-15000_fw-40000_mult-140,Distributed,ATTACK_STYLE_2,15000,140,40000,SW3,0.10,30,863.63,4459.50,19059,19047,21211,7092.02,SW3,50030,50000,0,5.50,SW4,50029,50000,0,5.50,0
Dist-WideP_pps-15000_fw-40000_mult-140,Distributed,ATTACK_STYLE_2,15000,140,40000,SW1,0.00,1,47.65,47.65,19056,19047,21203,7092.32,SW1,1430,1429,47614,772.31,SW2,1430,1429,47613,772.31,0
Dist-GoodQ_pps-15000_fw-40000_mult-150,Distributed,ATTACK_STYLE_2,15000,150,40000,SW3,0.10,30,864.78,4459.60,19059,19047,21211,7092.02,SW3,50030,50000,0,5.50,SW4,50029,50000,0,5.50,0
Dist-WideP_pps-15000_fw-40000_mult-150,Distributed,ATTACK_STYLE_2,15000,150,40000,SW1,0.00,1,47.65,47.65,19056,19047,21203,7092.32,SW1,1334,1334,47709,764.24,SW2,1334,1334,47708,764.24,0
Dist-GoodQ_pps-30000_fw-8000_mult-10,Distributed,ATTACK_STYLE_2,30000,10,8000,SW3,0.08,25,319.18,2561.61,16004,15999,74262,7561.20,SW3,100029,100000,0,5.50,SW4,100027,100000,0,5.50,0
Dist-WideP_pps-30000_fw-8000_mult-10,Distributed,ATTACK_STYLE_2,30000,10,8000,SW1,0.00,1,113.10,113.10,16003,15999,74263,7561.83,SW1,20016,20000,79038,947.25,SW2,20016,20000,79037,947.25,0
Dist-GoodQ_pps-30000_fw-8000_mult-20,Distributed,ATTACK_STYLE_2,30000,20,8000,SW3,0.08,25,319.18,2561.61,16004,15999,74262,7561.20,SW3,100029,100000,0,5.50,SW4,100027,100000,0,5.50,0
Dist-WideP_pps-30000_fw-8000_mult-20,Distributed,ATTACK_STYLE_2,30000,20,8000,SW1,0.00,1,113.10,113.10,16003,15999,74262,7561.83,SW1,10015,10000,89038,927.94,SW2,10015,10000,89036,927.94,0
Dist-GoodQ_pps-30000_fw-8000_mult-30,Distributed,ATTACK_STYLE_2,30000,30,8000,SW3,0.08,25,319.18,2561.61,16004,15999,74262,7561.20,SW3,100029,100000,0,5.50,SW4,100027,100000,0,5.50,0
Dist-WideP_pps-30000_fw-8000_mult-30,Distributed,ATTACK_STYLE_2,30000,30,8000,SW1,0.00,1,113.10,113.10,16003,15999,74252,7561.83,SW1,6667,6667,92375,909.30,SW2,6667,6667,92373,909.30,0
Dist-GoodQ_pps-30000_fw-8000_mult-40,Distributed,ATTACK_STYLE_2,30000,40,8000,SW3,0.08,25,319.21,2561.61,16004,15999,74262,7561.20,SW3,100029,100000,0,5.50,SW4,100027,100000,0,5.50,0
Dist-WideP_pps-30000_fw-8000_mult-40,Distributed,ATTACK_STYLE_2,30000,40,8000,SW1,0.00,1,113.10,113.10,16003,15999,74261,7561.83,SW1,5014,5000,94037,892.38,SW2,5013,5000,94036,892.37,0
Dist-GoodQ_pps-30000_fw-8000_mult-50,Distributed,ATTACK_STYLE_2,30000,50,8000,SW3,0.08,25,319.30,2561.66,16004,15999,74262,7561.20,SW3,100029,100000,0,5.50,SW4,100027,100000,0,5.50,0
Dist-WideP_pps-30000_fw-8000_mult-50,Distributed,ATTACK_STYLE_2,30000,50,8000,SW1,0.00,1,113.10,113.10,16003,15999,74260,7561.83,SW1,4013,4000,95037,876.61,SW2,4012,4000,95037,876.59,0
Dist-GoodQ_pps-30000_fw-8000_mult-60,Distributed,ATTACK_STYLE_2,30000,60,8000,SW3,0.08,25,319.39,2561.74,16004,15999,74262,7561.20,SW3,100029,100000,0,5.50,SW4,100027,100000,0,5.50,0
Dist-WideP_pps-30000_fw-8000_mult-60,Distributed,ATTACK_STYLE_2,30000,60,8000,SW1,0.00,1,113.10,113.10,16003,15999,74252,7561.83,SW1,3334,3334,95708,861.76,SW2,3334,3334,95706,861.76,0
Dist-GoodQ_pps-30000_fw-8000_mult-70,Distributed,ATTACK_STYLE_2,30000,70,8000,SW3,0.08,25,319.49,2561.82,16004,15999,74262,7561.20,SW3,100029,100000,0,5.50,SW4,100027,100000,0,5.50,0
Dist-WideP_pps-30000_fw-8000_mult-70,Distributed,ATTACK_STYLE_2,30000,70,8000,SW1,0.00,1,113.10,113.10,16003,15999,74253,7561.83,SW1,2860,2858,96184,848.21,SW2,2859,2858,96183,848.18,0
Dist-GoodQ_pps-30000_fw-8000_mult-80,Distributed,ATTACK_STYLE_2,30000,80,8000,SW3,0.08,25,319.58,2561.90,16004,15999,74262,7561.20,SW3,100029,100000,0,5.50,SW4,100027,100000,0,5.50,0
Dist-WideP_pps-30000_fw-8000_mult-80,Distributed,ATTACK_STYLE_2,30000,80,8000,SW1,0.00,1,113.10,113.10,16003,15999,74259,7561.83,SW1,2510,2500,96538,835.94,SW2,2510,2500,96537,835.94,0
Dist-GoodQ_pps-30000_fw-8000_mult-90,Distributed,ATTACK_STYLE_2,30000,90,8000,SW3,0.08,25,319.67,2561.98,16004,15999,74262,7561.20,SW3,100029,100000,0,5.50,SW4,100027,100000,0,5.50,0
Dist-WideP_pps-30000_fw-8000_mult-90,Distributed,ATTACK_STYLE_2,30000,90,8000,SW1,0.00,1,113.10,113.10,16003,15999,74252,7561.83,SW1,2223,2223,96819,823.78,SW2,2223,2223,96817,823.78,0
Dist-GoodQ_pps-30000_fw-8000_mult-100,Distributed,ATTACK_STYLE_2,30000,100,8000,SW3,0.08,25,319.76,2562.06,16004,15999,74262,7561.20,SW3,100029,100000,0,5.50,SW4,100027,100000,0,5.50,0
Dist-WideP_pps-30000_fw-8000_mult-100,Distributed,ATTACK_STYLE_2,30000,100,8000,SW1,0.00,1,113.10,113.10,16003,15999,74258,7561.83,SW1,2009,2000,97038,813.25,SW2,2008,2000,97038,813.19,0
Dist-GoodQ_pps-30000_fw-8000_mult-110,Distributed,ATTACK_STYLE_2,30000,110,8000,SW3,0.07,22,1165.62,3460.97,16004,15999,74261,7561.11,SW3,90934,90909,0,4551.27,SW4,90934,90909,0,4551.24,0
Dist-WideP_pps-30000_fw-8000_mult-110,Distributed,ATTACK_STYLE_2,30000,110,8000,SW1,0.00,1,113.10,113.10,16003,15999,74253,7561.83,SW1,1820,1819,97223,802.49,SW2,1820,1819,97222,802.49,0
Dist-GoodQ_pps-30000_fw-8000_mult-120,Distributed,ATTACK_STYLE_2,30000,120,8000,SW3,0.06,18,1749.18,4131.54,16004,15999,74260,7561.01,SW3,83356,83334,0,8339.83,SW4,83356,83334,0,8339.84,0
Dist-WideP_pps-30000_fw-8000_mult-120,Distributed,ATTACK_STYLE_2,30000,120,8000,SW1,0.00,1,113.10,113.10,16003,15999,74252,7561.83,SW1,1667,1667,97375,792.80,SW2,1667,1667,97373,792.80,0
Dist-GoodQ_pps-30000_fw-8000_mult-130,Distributed,ATTACK_STYLE_2,30000,130,8000,SW3,0.05,16,2252.76,4674.72,16004,15999,74260,7560.91,SW3,76943,76923,3565,10965.04,SW4,76943,76923,3564,10965.12,0
Dist-WideP_pps-30000_fw-8000_mult-130,Distributed,ATTACK_STYLE_2,30000,130,8000,SW1,0.00,1,113.10,113.10,16003,15999,74252,7561.83,SW1,1540,1539,97502,783.78,SW2,1539,1539,97502,783.71,0
Dist-GoodQ_pps-30000_fw-8000_mult-140,Distributed,ATTACK_STYLE_2,30000,140,8000,SW3,0.05,14,2608.04,5242.49,16004,15999,74259,7560.81,SW3,71447,71429,9061,12192.93,SW4,71447,71429,9059,12193.00,0
Dist-WideP_pps-30000_fw-8000_mult-140,Distributed,ATTACK_STYLE_2,30000,140,8000,SW1,0.00,1,113.10,113.10,16003,15999,74253,7561.83,SW1,1430,1429,97612,775.23,SW2,1430,1429,97611,775.23,0
Dist-GoodQ_pps-30000_fw-8000_mult-150,Distributed,ATTACK_STYLE_2,30000,150,8000,SW3,0.04,11,2286.46,4528.80,16003,15999,74260,7561.83,SW3,66684,66667,13818,12894.68,SW4,66684,66667,13816,12894.47,0
Dist-WideP_pps-30000_fw-8000_mult-150,Distributed,ATTACK_STYLE_2,30000,150,8000,SW1,0.00,1,113.10,113.10,16003,15999,74252,7561.83,SW1,1334,1334,97708,767.07,SW2,1334,1334,97706,767.07,0
Dist-GoodQ_pps-30000_fw-20000_mult-10,Distributed,ATTACK_STYLE_2,30000,10,20000,SW3,0.08,25,167.81,78.89,18186,18181,72080,7679.00,SW3,100029,100000,0,5.50,SW4,100027,100000,0,5.50,0
Dist-WideP_pps-30000_fw-20000_mult-10,Distributed,ATTACK_STYLE_2,30000,10,20000,SW1,0.00,1,93.95,93.95,18185,18181,72081,7679.54,SW1,20016,20000,79038,947.25,SW2,20016,20000,79037,947.25,0
Dist-GoodQ_pps-30000_fw-20000_mult-20,Distributed,ATTACK_STYLE_2,30000,20,20000,SW3,0.08,25,167.81,78.89,18186,18181,72080,7679.00,SW3,100029,100000,0,5.50,SW4,100027,100000,0,5.50,0
Dist-WideP_pps-30000_fw-20000_mult-20,Distributed,ATTACK_STYLE_2,30000,20,20000,SW1,0.00,1,93.95,93.95,18185,18181,72080,7679.54,SW1,10015,10000,89038,927.94,SW2,10015,10000,89036,927.94,0
Dist-GoodQ_pps-30000_fw-20000_mult-30,Distributed,ATTACK_STYLE_2,30000,30,20000,SW3,0.08,25,167.81,78.89,18186,18181,72080,7679.00,SW3,100029,100000,0,5.50,SW4,100027,100000,0,5.50,0
Dist-WideP_pps-30000_fw-20000_mult-30,Distributed,ATTACK_STYLE_2,30000,30,20000,SW1,0.00,1,93.95,93.95,18185,18181,72070,7679.54,SW1,6667,6667,92375,909.30,SW2,6667,6667,92373,909.30,0
Dist-GoodQ_pps-30000_fw-20000_mult-40,Distributed,ATTACK_STYLE_2,30000,40,20000,SW3,0.08,25,167.84,78.90,18186,18181,72080,7679.00,SW3,100029,100000,0,5.50,SW4,100027,100000,0,5.50,0
Dist-WideP_pps-30000_fw-20000_mult-40,Distributed,ATTACK_STYLE_2,30000,40,20000,SW1,0.00,1,93.95,93.95,18185,18181,72079,7679.54,SW1,5014,5000,94037,892.38,SW2,5013,5000,94036,892.37,0
Dist-GoodQ_pps-30000_fw-20000_mult-50,Distributed,ATTACK_STYLE_2,30000,50,20000,SW3,0.08,25,167.93,78.92,18186,18181,72080,7679.00,SW3,100029,100000,0,5.50,SW4,100027,100000,0,5.50,0
Dist-WideP_pps-30000_fw-20000_mult-50,Distributed,ATTACK_STYLE_2,30000,50,20000,SW1,0.00,1,93.95,93.95,18185,18181,72078,7679.54,SW1,4013,4000,95037,876.61,SW2,4012,4000,95037,876.59,0
Dist-GoodQ_pps-30000_fw-20000_mult-60,Distributed,ATTACK_STYLE_2,30000,60,20000,SW3,0.08,25,168.03,78.94,18186,18181,72080,7679.00,SW3,100029,100000,0,5.50,SW4,100027,100000,0,5.50,0
Dist-WideP_pps-30000_fw-20000_mult-60,Distributed,ATTACK_STYLE_2,30000,60,20000,SW1,0.00,1,93.95,93.95,18185,18181,72070,7679.54,SW1,3334,3334,95708,861.76,SW2,3334,3334,95706,861.76,0
Dist-GoodQ_pps-30000_fw-20000_mult-70,Distributed,ATTACK_STYLE_2,30000,70,20000,SW3,0.08,25,168.12,78.96,18186,18181,72080,7679.00,SW3,100029,100000,0,5.50,SW4,100027,100000,0,5.50,0
Dist-WideP_pps-30000_fw-20000_mult-70,Distributed,ATTACK_STYLE_2,30000,70,20000,SW1,0.00,1,93.95,93.95,18185,18181,72071,7679.54,SW1,2860,2858,96184,848.21,SW2,2859,2858,96183,848.18,0
Dist-GoodQ_pps-30000_fw-20000_mult-80,Distributed,ATTACK_STYLE_2,30000,80,20000,SW3,0.08,25,168.21,78.98,18186,18181,72080,7679.00,SW3,100029,100000,0,5.50,SW4,100027,100000,0,5.50,0
Dist-WideP_pps-30000_fw-20000_mult-80,Distributed,ATTACK_STYLE_2,30000,80,20000,SW1,0.00,1,93.95,93.95,18185,18181,72077,7679.54,SW1,2510,2500,96538,835.94,SW2,2510,2500,96537,835.94,0
Dist-GoodQ_pps-30000_fw-20000_mult-90,Distributed,ATTACK_STYLE_2,30000,90,20000,SW3,0.08,25,168.30,79.00,18186,18181,72080,7679.00,SW3,100029,100000,0,5.50,SW4,100027,100000,0,5.50,0
Dist-WideP_pps-30000_fw-20000_mult-90,Distributed,ATTACK_STYLE_2,30000,90,20000,SW1,0.00,1,93.95,93.95,18185,18181,72070,7679.54,SW1,2223,2223,96819,823.78,SW2,2223,2223,96817,823.78,0
Dist-GoodQ_pps-30000_fw-20000_mult-100,Distributed,ATTACK_STYLE_2,30000,100,20000,SW3,0.08,25,168.40,79.02,18186,18181,72080,7679.00,SW3,100029,100000,0,5.50,SW4,100027,100000,0,5.50,0
Dist-WideP_pps-30000_fw-20000_mult-100,Distributed,ATTACK_STYLE_2,30000,100,20000,SW1,0.00,1,93.95,93.95,18185,18181,72076,7679.54,SW1,2009,2000,97038,813.25,SW2,2008,2000,97038,813.19,0
Dist-GoodQ_pps-30000_fw-20000_mult-110,Distributed,ATTACK_STYLE_2,30000,110,20000,SW3,0.07,22,1113.65,2989.68,18186,18181,72079,7678.91,SW3,90934,90909,0,4551.27,SW4,90934,90909,0,4551.23,0
Dist-WideP_pps-30000_fw-20000_mult-110,Distributed,ATTACK_STYLE_2,30000,110,20000,SW1,0.00,1,93.95,93.95,18185,18181,72071,7679.54,SW1,1820,1819,97223,802.49,SW2,1820,1819,97222,802.49,0
Dist-GoodQ_pps-30000_fw-20000_mult-120,Distributed,ATTACK_STYLE_2,30000,120,20000,SW3,0.06,18,1677.49,3562.01,18186,18181,72078,7678.81,SW3,83356,83334,0,8339.83,SW4,83356,83334,0,8339.83,0
Dist-WideP_pps-30000_fw-20000_mult-120,Distributed,ATTACK_STYLE_2,30000,120,20000,SW1,0.00,1,93.95,93.95,18185,18181,72070,7679.54,SW1,1667,1667,97375,792.80,SW2,1667,1667,97373,792.80,0
Dist-GoodQ_pps-30000_fw-20000_mult-130,Distributed,ATTACK_STYLE_2,30000,130,20000,SW3,0.05,16,2046.71,4164.09,18186,18181,72078,7678.72,SW3,76943,76923,3565,10965.03,SW4,76943,76923,3564,10965.11,0
Dist-WideP_pps-30000_fw-20000_mult-130,Distributed,ATTACK_STYLE_2,30000,130,20000,SW1,0.00,1,93.95,93.95,18185,18181,72070,7679.54,SW1,1540,1539,97502,783.78,SW2,1539,1539,97502,783.71,0
Dist-GoodQ_pps-30000_fw-20000_mult-140,Distributed,ATTACK_STYLE_2,30000,140,20000,SW3,0.05,14,2391.60,4788.32,18186,18181,72077,7678.63,SW3,71447,71429,9061,12192.92,SW4,71447,71429,9059,12193.00,0
Dist-WideP_pps-30000_fw-20000_mult-140,Distributed,ATTACK_STYLE_2,30000,140,20000,SW1,0.00,1,93.95,93.95,18185,18181,72071,7679.54,SW1,1430,1429,97612,775.23,SW2,1430,1429,97611,775.23,0
Dist-GoodQ_pps-30000_fw-20000_mult-150,Distributed,ATTACK_STYLE_2,30000,150,20000,SW3,0.04,11,2284.72,4528.80,18185,18181,72078,7679.54,SW3,66684,66667,13818,12894.68,SW4,66684,66667,13816,12894.47,0
Dist-WideP_pps-30000_fw-20000_mult-150,Distributed,ATTACK_STYLE_2,30000,150,20000,SW1,0.00,1,93.95,93.95,18185,18181,72070,7679.54,SW1,1334,1334,97708,767.07,SW2,1334,1334,97706,767.07,0
Dist-GoodQ_pps-30000_fw-40000_mult-10,Distributed,ATTACK_STYLE_2,30000,10,40000,SW3,0.09,27,812.12,5135.28,19055,19047,71212,7720.25,SW3,100030,100000,0,5.50,SW4,100028,100000,0,5.50,0
Dist-WideP_pps-30000_fw-40000_mult-10,Distributed,ATTACK_STYLE_2,30000,10,40000,SW1,0.00,1,89.65,89.65,19054,19047,71213,7720.76,SW1,20016,20000,79039,947.25,SW2,20016,20000,79038,947.25,0
Dist-GoodQ_pps-30000_fw-40000_mult-20,Distributed,ATTACK_STYLE_2,30000,20,40000,SW3,0.09,27,812.12,5135.28,19055,19047,71212,7720.25,SW3,100030,100000,0,5.50,SW4,100028,100000,0,5.50,0
Dist-WideP_pps-30000_fw-40000_mult-20,Distributed,ATTACK_STYLE_2,30000,20,40000,SW1,0.00,1,89.65,89.65,19054,19047,71212,7720.76,SW1,10015,10000,89039,927.94,SW2,10015,10000,89037,927.94,0
Dist-GoodQ_pps-30000_fw-40000_mult-30,Distributed,ATTACK_STYLE_2,30000,30,40000,SW3,0.09,27,812.13,5135.31,19055,19047,71212,7720.25,SW3,100030,100000,0,5.50,SW4,100028,100000,0,5.50,0
Dist-WideP_pps-30000_fw-40000_mult-30,Distributed,ATTACK_STYLE_2,30000,30,40000,SW1,0.00,1,89.65,89.65,19054,19047,71202,7720.76,SW1,6667,6667,92376,909.30,SW2,6667,6667,92374,909.30,0
Dist-GoodQ_pps-30000_fw-40000_mult-40,Distributed,ATTACK_STYLE_2,30000,40,40000,SW3,0.09,27,812.16,5135.34,19055,19047,71212,7720.25,SW3,100030,100000,0,5.50,SW4,100028,100000,0,5.50,0
Dist-WideP_pps-30000_fw-40000_mult-40,Distributed,ATTACK_STYLE_2,30000,40,40000,SW1,0.00,1,89.65,89.65,19054,19047,71211,7720.76,SW1,5014,5000,94038,892.38,SW2,5013,5000,94037,892.37,0
